CONCEPT,kara1474,kara_cv,kara_rlm,botl1242,botl_cv,botl_rlm,akhv1239,akhv_cv,akhv_rlm,ghod1238,ghod_cv,ghod_rlm,andi1255,andi_cv,andi_rlm,cham1309,cham_cv,cham_rlm,tind1238,tind_cv,tind_rlm,bagv1239,bagv_cv,bagv_rlm,bor
"(звукоподражание глухому шлепающему шуму, производимому домашними тапочками, бритвой, проводимой по ремню или оселку, веником, мельничными жерновами)_1463.0",,,,,,,,,,,,,,,,tɬaʃːʷtɬiʃːʷ,CCVCCCVC,CCVCCCVC,,,,,,,
(звукоподражание глухому шуму падающих предметов)_1473.0,,,,,,,,,,t''api,CVCV,CVCV,,,,,,,,,,,,,
(звукоподражание глухому шуму падающих с высоты предметов)_1483.0,t''api,CVCV,CVCV,,,,,,,,,,,,,,,,,,,,,,
(звукоподражание глухому шуму падения предметов с высоты)_1486.0,,,,,,,t'ʷ'api,CVCV,CVCV,,,,,,,,,,,,,,,,
(звукоподражание гнусавой речи)_1500.0,,,,,,,,,,dundus'i,CVCCVCV,CVnCVCV,,,,,,,,,,,,,
(звукоподражание голосу кукушки)_1507.0,,,,ɡ'uɡɡu,CVCCV,CVCCV,,,,,,,,,,,,,,,,,,,
(звукоподражание горящему пламени)_1517.0,,,,,,,,,,,,,,,,marmar,CVCCVC,mVrmVr,,,,,,,
(звукоподражание горящему пламени)_1518.0,,,,,,,,,,ɡʷarɡʷ'ali,CVCCVCV,CVrCVlV,,,,,,,,,,,,,
(звукоподражание громкому плачу)_1525.0,,,,k'irk''iri,CVCCVCV,CVrCVrV,,,,,,,,,,,,,,,,,,,
(звукоподражание громкому разговору невидимых людей)_1536.0,,,,,,,,,,ɡʷarɡʷ'ar,CVCCVC,CVrCVr,,,,,,,,,,,,,
(звукоподражание громкому смеху)_1544.0,,,,,,,,,,kʲ'irkʲ'is'ir,CVCCVCVC,CVrCVCVr,,,,k'ark'ar,CVCCVC,CVrCVr,,,,,,,
(звукоподражание громкому храпу спящего)_1553.0,,,,,,,,,,,,,,,,qarqar,CVCCVC,CVrCVr,,,,,,,
(звукоподражание грохоту камнепада)_1561.0,,,,dwardw'ari,CCVCCCVCV,CwVrCwVrV,,,,,,,,,,,,,,,,,,,
(звукоподражание грохоту)_1571.0,,,,,,,,,,,,,,,,ʁʷarʁʷ'ar,CVCCVC,CVrCVr,,,,,,,
(звукоподражание жадному и быстрому принятию пищи)_1579.0,,,,tʃ''abk'i,CCVCCV,CCVbCV,,,,,,,,,,,,,,,,,,,
(звукоподражание жужжанию)_1590.0,,,,,,,,,,ʒuʒ'uli,CVCVCV,CVCVlV,,,,,,,,,,,,,
(звукоподражание завыванию ветра)_1598.0,,,,,,,,,,,,,,,,xurxur,CVCCVC,CVrCVr,,,,,,,
(звукоподражание завыванию)_1608.0,,,,,,,,,,rur'uj,CVCVC,rVrVj,,,,,,,,,,,,,
(звукоподражание застегивающейся молнии)_1618.0,χːu,CV,CV,,,,,,,,,,,,,,,,,,,,,,
(звукоподражание звонкой пощечине)_1621.0,,,,,,,tʃ'ːʷ'aχːe,CCVCV,CCVCV,,,,,,,tʃ'ʷarχ,CCVCC,CCVrC,,,,,,,
(звукоподражание звонкому рукопожатию)_1634.0,,,,,,,,,,tʃ'ʷ'artɬ'i,CCVCCCV,CCVrCCV,,,,tʃ'ʷakb,CCVCC,CCVCb,,,,,,,
"(звукоподражание звонкому хлебанию супа, чая)_1642.0",,,,ɬː'ibk'i,CVCCV,CVbCV,,,,,,,,,,,,,,,,,,,
(звукоподражание звону колокольчика)_1651.0,,,,dzindzin,CCVCCCVC,CCVnCCVn,,,,,,,,,,,,,,,,,,,
"(звукоподражание звону мелкой монеты, камушков в коробке)_1660.0",,,,dʒw'arqi,CCCVCCV,CCwVrCV,,,,,,,,,,,,,,,,,,,
(звукоподражание звону мелочи)_1671.0,,,,,,,,,,ʒw'arqi,CCVCCV,CwVrCV,,,,,,,,,,,,,
(звукоподражание звону монет)_1678.0,,,,tʃʷ'arqi,CCVCCV,CCVrCV,,,,,,,,,,,,,,,,,,,
(звукоподражание звуку горящего пламени)_1686.0,,,,,,,,,,,,,,,,,,,,,,b'abanar,CVCVCVC,bVbVnVr,
(звукоподражание звуку звонкой пощечины и удару плетки)_1698.0,,,,,,,,,,tʃ'ʷ'arχːi,CCVCCV,CCVrCV,,,,,,,,,,,,,
(звукоподражание звуку звонкой пощечины)_1704.0,,,,tʃ'ːʷ'arχːi,CCVCCV,CCVrCV,,,,,,,,,,,,,,,,tʃ'ʷʕarχː,CCCVCC,CCCVrC,
(звукоподражание звуку ножниц)_1713.0,,,,,,,,,,,,,,,,,,,,,,q'ik',CVC,CVC,
(звукоподражание звуку падения камней)_1724.0,,,,,,,,,,dwardw'ali,CCVCCCVCV,CwVrCwVlV,,,,dʷardʷ'ar,CVCCVC,CVrCVr,,,,,,,
"(звукоподражание звуку, создающемуся при быстром выплескивании жидкости)_1731.0",,,,,,,,,,,,,,,,tʃʷartɬ,CCVCCC,CCVrCC,,,,tʃʷ'arɬːtʃirɬː,CCVCCCCVCC,CCVrCCCVrC,
"(звукоподражание звуку:звонкой пощечины, плетки, чавканию воды в прохудившейся обуви и шлепанью по топкой поверхности)_1740.0",,,,,,,,,,,,,,,,,,,,,,ʃːʷarχː,CVCC,CVrC,
(звукоподражание карканью вороны)_1750.0,,,,q'ʷ'aq'ʷa,CVCV,CVCV,,,,q'ʷawq'ʷas'a,CVCCVCV,CVwCVCV,,,,,,,,,,,,,
(звукоподражание кипению масла)_1758.0,,,,,,,,,,,,,,,,,,,,,,tʃ'ʷartʃ'ʷ'ar,CCVCCCVC,CCVrCCVr,
(звукоподражание клокотанию кипящей воды)_1767.0,,,,,,,,,,,,,,,,,,,,,,χʷarχʷ'ar,CVCCVC,CVrCVr,
(звукоподражание клокотанию кипящей жидкости)_1781.0,,,,,,,,,,,,,,,,,,,χːʷaχːʷ'ari,CVCVCV,CVCVrV,,,,
(звукоподражание клокоту бурлящейся из-под земли воды)_1788.0,,,,,,,,,,burb'ur,CVCCVC,bVrbVr,,,,,,,,,,,,,
"(звукоподражание клокоту бурлящейся из-под земли воды, а также ворчанию обиженного человека)_1794.0",,,,,,,,,,,,,,,,,,,,,,burb'ur,CVCCVC,bVrbVr,
(звукоподражание кудахтанью куропатки)_1805.0,,,,,,,,,,,,,,,,q'aq'ubaq'aq'uba,CVCVCVCVCVCV,CVCVbVCVCVbV,,,,,,,
(звукоподражание кукареканью петуха)_1816.0,ʕuʕuʕuʕu,CVCVCVCV,CVCVCVCV,,,,,,,,,,,,,,,,,,,,,,
(звукоподражание кукареканью)_1821.0,,,,,,,,,,,,,,,,,,,,,,uu'euː,VVVV,VVVV,
(звукоподражание кусанию)_1832.0,,,,,,,,,,,,,,,,ʕam,CVC,CVm,,,,,,,
(звукоподражание лаю собаки)_1839.0,,,,,,,,,,,,,,,,,,,,,,wʕ'anpwʕãp,CCVCCCCVC,wCVnCwCVC,
(звукоподражание лаю собаки)_1840.0,,,,ħapħ'api,CVCCVCV,CVCCVCV,,,,ʕawʕ'aw,CVCCVC,CVwCVw,,,,,,,,,,,,,
(звукоподражание мычанию)_1849.0,,,,umm'a,VCCV,VmmV,,,,,,,,,,,,,,,,,,,
(звукоподражание одышке)_1860.0,,,,,,,,,,qirq'ili,CVCCVCV,CVrCVlV,,,,,,,,,,,,,
(звукоподражание озлобленному обращению)_1869.0,,,,,,,,,,q'irq'is'i,CVCCVCV,CVrCVCV,,,,,,,,,,,,,
"(звукоподражание отдышке, шумному дыханью)_1877.0",,,,,,,,,,,,,,,,χirχir,CVCCVC,CVrCVr,,,,,,,
(звукоподражание отказу)_1883.0,,,,,,,,,,,,,,,,tɬ'ĩk',CCVC,CCVC,,,,,,,
(звукоподражание отказу)_1887.0,,,,,,,,,,tɬ''ankʲ'i,CCVCCV,CCVnCV,,,,,,,,,,,,,
(звукоподражание отрыву нитки)_1898.0,,,,,,,,,,,,,,,,,,,t'itɬ',CVCC,CVCC,,,,
(звукоподражание отсеканию ножницами)_1900.0,q'its''i,CVCV,CVCV,,,,q''its'i,CVCV,CVCV,,,,,,,,,,,,,,,,
(звукоподражание отсекать)_1911.0,,,,,,,,,,,,,,,,,,,,,,ʁʷ'ants'idajla,CVCCVCVCCV,CVnCVCVjlV,
(звукоподражание падающему предмету)_1923.0,,,,,,,,,,ɡʷãːwu,CVCV,CVwV,,,,,,,,,,,,,
(звукоподражание падающих предметов)_1927.0,,,,,,,ʁʷ'aqːe,CVCV,CVCV,,,,,,,,,,,,,,,,
(звукоподражание падению капли)_1943.0,,,,,,,,,,,,,,,,,,,t''ak'i,CVCV,CVCV,,,,
(звукоподражание падению мелких предметов)_1949.0,,,,,,,,,,,,,,,,t'ak'ʷ,CVC,CVC,,,,,,,
(звукоподражание падению мягкого предмета)_1961.0,,,,,,,,,,,,,,,,,,,tʷ'api,CVCV,CVCV,,,,
(звукоподражание падению посуды и других твердых мелких предметов)_1967.0,,,,,,,,,,,,,,,,ʁʷartɬ,CVCCC,CVrCC,,,,,,,
(звукоподражание падению предметов)_1978.0,ʁʷ'arχːi,CVCCV,CVrCV,,,,,,,,,,,,,,,,,,,,,,
(звукоподражание падению споткнувшегося человека)_1985.0,,,,,,,,,,,,,,,,dũj,CVC,CVj,,,,,,,
(звукоподражание падению споткнувшегося человека)_1986.0,,,,,,,,,,d'ampi,CVCCV,CVmCV,,,,,,,,,,,,,
(звукоподражание падению твердых мелких предметов)_1993.0,,,,ʁʷ'aχːiɬi,CVCVCV,CVCVCV,,,,ʁʷ'arxʲi,CVCCV,CVrCV,,,,,,,,,,,,,
(звукоподражание падению тяжелого предмета)_2003.0,,,,,,,,,,,,,,,,dʷãk,CVC,CVC,,,,,,,
(звукоподражание падению фруктов с дерева)_2013.0,,,,,,,,,,k'ʷark'ʷas'a,CVCCVCV,CVrCVCV,,,,,,,,,,,,,
(звукоподражание падению человека)_2020.0,,,,dw'ampi,CCVCCV,CwVmCV,,,,dw'ampi,CCVCCV,CwVmCV,,,,,,,,,,,,,
(звукоподражание падению человека)_2021.0,,,,,,,,,,,,,,,,dʷãp,CVC,CVC,,,,,,,
(звукоподражание писку мышей)_2028.0,,,,,,,,,,,,,,,,,,,,,,s'ːirs'ː'ir,CVCCVC,CVrCVr,
"(звукоподражание писку, скрипу)_2040.0",,,,,,,,,,ts'irts''iri,CVCCVCV,CVrCVrV,,,,,,,,,,,,,
(звукоподражание плевку сквозь зубы)_2046.0,,,,,,,,,,,,,,,,,,,,,,ts'itɬ',CVCC,CVCC,
(звукоподражание плевку)_2053.0,tuj,CVC,CVj,,,,tu,CV,CV,,,,,,,,,,tuj,CVC,CVj,,,,
(звукоподражание плесканию в воде)_2065.0,,,,tʃ''ak'itʃ''ik'i,CCVCVCCVCV,CCVCVCCVCV,,,,,,,,,,tʃʷaptʃip,CCVCCCVC,CCVCCCVC,,,,,,,
(звукоподражание плесканию)_2076.0,,,,,,,,,,tʃ'aχitʃ'aχi,CCVCVCCVCV,CCVCVCCVCV,,,,,,,,,,,,,
(звукоподражание плеску волны)_2087.0,,,,,,,,,,,,,,,,,,,tʃʷ'aχitʃʷaχi,CCVCVCCVCV,CCVCVCCVCV,,,,
(звукоподражание плеску жидкости в незаполненном замкнутом сосуде)_2092.0,,,,tʃʷ'ankitʃ'inki,CCVCCVCCVCCV,CCVnCVCCVnCV,,,,,,,,,,,,,,,,,,,
(звукоподражание плеску)_2103.0,,,,,,,,,,tʃʷaχːitʃʷ'aχːi,CCVCVCCVCV,CCVCVCCVCV,,,,,,,,,,,,,
(звукоподражание побрякиванию звенящих предметов)_2110.0,,,,zʷ'arχːi,CVCCV,CVrCV,,,,,,,,,,,,,,,,,,,
(звукоподражание побрякиванию предметов)_2120.0,,,,,,,,,,,,,,,,ʁartɬ,CVCCC,CVrCC,,,,,,,
(звукоподражание поскребываныо и шебаршанъю мышей)_2129.0,,,,,,,,,,,,,,,,ʁarʃːʁarʃː,CVCCCVCC,CVrCCVrC,,,,,,,
(звукоподражание почесыванию от зуда)_2139.0,,,,,,,,,,ʁʷ'arsːi,CVCCV,CVrCV,,,,,,,,,,,,,
"(звукоподражание почесыванию, а также раскусыванию моркови и подобных овощей)_2147.0",,,,,,,,,,,,,,,,ʁarsʁars,CVCCCVCC,CVrCCVrC,,,,,,,
(звукоподражание прихрамыванию)_2154.0,,,,,,,,,,,,,,,,,,,,,,ʒ'irtɬ'iʁirtɬ'i,CVCCCVCVCCCV,CVrCCVCVrCCV,
(звукоподражание прысканию)_2165.0,,,,,,,,,,,,,,,,tsirtsir,CVCCVC,CVrCVr,,,,,,,
(звукоподражание раздраженному обращению)_2177.0,,,,,,,,,,,,,,,,,,,qirq'ir,CVCCVC,CVrCVr,,,,
(звукоподражание раскатам грома)_2185.0,ʁ'urʁuri,CVCCVCV,CVrCVrV,,,,,,,,,,,,,,,,,,,,,,
"(звукоподражание рвущейся бумаге, ткани)_2195.0",,,,,,,,,,,,,,,,,,,qit',CVC,CVC,,,,
(звукоподражание ржанию)_2202.0,,,,,,,,,,ħːĩħid'ir,CVCVCVC,CVCVCVr,,,,,,,,,,,,,
(звукоподражание ржанью)_2213.0,,,,,,,,,,,,,,,,,,,ħĩħ'ijar,CVCVCVC,CVCVjVr,,,,
(звукоподражание рычанию)_2219.0,,,,,,,,,,ʁurʁ'uli,CVCCVCV,CVrCVlV,,,,ʁurʁ'ur,CVCCVC,CVrCVr,,,,,,,
(звукоподражание свисту змеи)_2226.0,,,,,,,,,,xurx'uri,CVCCVCV,CVrCVrV,,,,,,,,,,xurx'ur,CVCCVC,CVrCVr,
"(звукоподражание свисту змеи,)_2240.0",,,,,,,,,,,,,,,,,,,xːʷarxːʷ'ar,CVCCVC,CVrCVr,,,,
(звукоподражание сильной струе крови)_2246.0,,,,,,,,,,,,,,,,t'ʷart'ʷar,CVCCVC,CVrCVr,,,,,,,
(звукоподражание скрипу качающихся от ветра деревьев)_2253.0,,,,,,,,,,,,,,,,tɬ'irtɬ''ir,CCVCCCVC,CCVrCCVr,,,,tɬ'itɬ''irtɬ'ʷakʷar,CCVCCVCCCVCVC,CCVCCVrCCVCVr,
(звукоподражание скрипу)_2265.0,,,,,,,,,,q'irq''iri,CVCCVCV,CVrCVrV,,,,,,,,,,,,,
(звукоподражание сопению)_2274.0,,,,,,,,,,sːunsː'uli,CVCCVCV,CVnCVlV,,,,,,,,,,,,,
(звукоподражание стрельбе)_2284.0,t'ʷ'aχːi,CVCV,CVCV,,,,,,,,,,,,,,,,,,,,,,
(звукоподражание стук)_2293.0,tʃ''aik'i,CCVVCV,CCVVCV,,,,,,,,,,,,,,,,,,,,,,
(звукоподражание стуку зубов)_2300.0,,,,,,,,,,,,,,,,ʁats'ʷʁats'ʷ,CVCCVC,CVCCVC,,,,,,,
(звукоподражание стуку каблуков и молотка по дереву)_2309.0,,,,,,,,,,,,,,,,ʁʷãk,CVC,CVC,,,,,,,
(звукоподражание стуку каблуков)_2318.0,,,,,,,,,,,,,,,,ʁʷ'akʁĩk,CVCCVC,CVCCVC,,,,,,,
(звукоподражание стуку копыт животных)_2330.0,,,,,,,,,,,,,,,,,,,qʷaqʷ'ari,CVCVCV,CVCVrV,,,,
"(звукоподражание стуку молотка, клюва дятла)_2336.0",,,,,,,,,,,,,,,,q'ak'ʷ,CVC,CVC,,,,,,,
(звукоподражание стуку шагов человека)_2348.0,,,,,,,,,,,,,,,,,,,q'ʷ'ak'iq'ik'i,CVCVCVCV,CVCVCVCV,,,,
(звукоподражание топоту ног)_2355.0,,,,,,,,,,dw'ankʲi,CCVCCV,CwVnCV,,,,,,,,,,,,,
"(звукоподражание топоту ног, глухому удару тупых предметов)_2362.0",,,,dw'anki,CCVCCV,CwVnCV,,,,,,,,,,,,,,,,,,,
"(звукоподражание треску разламываемой ветви, бревна)_2371.0",,,,tɬ'irtɬ''iri,CCVCCCVCV,CCVrCCVrV,,,,,,,,,,,,,,,,,,,
(звукоподражание треску разрываемой ткани)_2380.0,,,,q'abʃːi,CVCCV,CVbCV,,,,,,,,,,,,,,,,,,,
"(звукоподражание треску разрываемой, рвущейся ткани)_2390.0",,,,,,,,,,qʷ'arʃi,CVCCV,CVrCV,,,,qarʃː,CVCC,CVrC,,,,,,,
(звукоподражание треску раскалываемых дров)_2398.0,,,,qʷ'arxi,CVCCV,CVrCV,,,,qʷ'arxʲi,CVCCV,CVrCV,,,,,,,,,,,,,
(звукоподражание треску ткани)_2406.0,,,,,,,,,,,,,,,,,,,,,,qʷap,CVC,CVC,
(звукоподражание треску)_2417.0,,,,,,,,,,,,,,,,ʁʷ'artɬ'ʁirtɬ',CVCCCCVCCC,CVrCCCVrCC,,,,,,,
(звукоподражание ударам палкой во время драки)_2426.0,,,,,,,,,,,,,,,,t'ʷawt'iw,CVCCVC,CVwCVw,,,,,,,
"(звукоподражание фырканью лошади и громкому хлебанию супа, чая)_2435.0",,,,,,,,,,,,,,,,χorr,CVCC,CVrr,,,,,,,
(звукоподражание фырканью лошади)_2447.0,,,,,,,,,,,,,,,,,,,χur'un,CVCVC,CVrVn,,,,
(звукоподражание хлебанию)_2454.0,,,,,,,,,,ɬː'ut'i,CVCV,CVCV,,,,,,,,,,,,,
(звукоподражание хлебать)_2462.0,,,,,,,,,,,,,,,,χornaːla,CVCCVCV,CVrnVlV,,,,,,,
(звукоподражание хрусту бумаги)_2472.0,,,,,,,,,,χːʷarχːʷ'ali,CVCCVCV,CVrCVlV,,,,,,,,,,,,,
(звукоподражание цокоту копыт коня)_2483.0,,,,,,,,,,,,,,,,,,,tʃʷ'arqitʃirqi,CCVCCVCCVCCV,CCVrCVCCVrCV,,,,
(звукоподражание цокоту)_2485.0,,,,,,,t'ʷ'aq'ːe,CVCV,CVCV,,,,,,,,,,,,,,,,
(звукоподражание чавканию)_2499.0,,,,,,,,,,tʃ''ixʲi,CCVCV,CCVCV,,,,,,,,,,,,,
(звукоподражание чавканью грязи)_2505.0,,,,,,,,,,tʃ'ʷ'artɬ'i,CCVCCCV,CCVrCCV,,,,,,,,,,tʃ'itɬ'tʃ'ʷ'atɬ',CCVCCCCVCC,CCVCCCCVCC,
(звукоподражание чириканью птиц)_2514.0,,,,,,,,,,,,,,,,,,,,,,tʃ'irtʃ''ir,CCVCCCVC,CCVrCCVr,
(звукоподражание чириканью)_2526.0,,,,,,,,,,tʃ'itʃ''ili,CCVCCVCV,CCVCCVlV,,,,,,,,,,,,,
"(звукоподражание чириканью, треску)_2535.0",,,,,,,,,,tʃ'irtʃ''iri,CCVCCCVCV,CCVrCCVrV,,,,,,,,,,,,,
"(звукоподражание чириканью, шипенью)_2544.0",,,,,,,,,,tʃ'irtʃ''ili,CCVCCCVCV,CCVrCCVlV,,,,,,,,,,,,,
(звукоподражание шипению горящих сырых дров)_2553.0,,,,,,,,,,sːursː'uli,CVCCVCV,CVrCVlV,,,,,,,,,,,,,
"(звукоподражание шипению жарящегося мяса, картошки)_2564.0",,,,,,,,,,,,,,,,,,,ʃːʷarʃːʷ'ar,CVCCVC,CVrCVr,,,,
(звукоподражание шипению)_2571.0,,,,,,,,,,purʃː,CVCC,CVrC,,,,,,,,,,,,,
"(звукоподражание шипения, выпускаемого из мяча воздуха)_2582.0",,,,,,,,,,,,,,,,,,,p'uxʲi,CVCV,CVCV,,,,
(звукоподражание шипенью жарящегося жирного мяса)_2588.0,,,,,,,,,,,,,,,,tʃirtʃ'ir,CCVCCCVC,CCVrCCVr,,,,,,,
(звукоподражание шипенью)_2598.0,,,,,,,,,,tʃːurtʃː'uri,CCVCCCVCV,CCVrCCVrV,,,,,,,,,,,,,
(звукоподражание шмыганью носом)_2607.0,,,,,,,,,,ɬ'unq'i,CVCCV,CVnCV,,,,,,,,,,,,,
(звукоподражание шороху)_2617.0,qʷarʃː'i,CVCCV,CVrCV,,,,,,,,,,,,,,,,,,,,,,
(звукоподражание шуму бурно текущей или падающей воды)_2623.0,,,,tʃʷartʃʷ'ari,CCVCCCVCV,CCVrCCVrV,,,,,,,,,,,,,,,,,,,
"(звукоподражание шуму быстрого высыпания сена, из мешка)_2636.0",,,,,,,,,,,,,,,,,,,χʷ'api,CVCV,CVCV,,,,
(звукоподражание шуму воды)_2643.0,,,,,,,,,,tʃʷartʃʷ'ali,CCVCCCVCV,CCVrCCVlV,,,,,,,,,,,,,
(звукоподражание шуму выдавливаемого струйкой гноя из прыща)_2649.0,,,,,,,,,,,,,,,,,,,,,,ʃ'ːurtɬ',CVCCC,CVrCC,
(звукоподражание шуму маленькой струйки воды)_2661.0,,,,,,,,,,zunzus'i,CVCCVCV,CVnCVCV,,,,,,,,,,,,,
(звукоподражание шуму от быстрого высыпания сена)_2669.0,,,,,,,,,,,,,,,,χʷartɬ,CVCCC,CVrCC,,,,,,,
(звукоподражание шуму падающей посуды)_2679.0,,,,,,,,,,zʷ'arʁi,CVCCV,CVrCV,,,,,,,,,,,,,
(звукоподражание шуму падающих предметов больших размеров)_2689.0,dʷ'arʁi,CVCCV,CVrCV,,,,,,,,,,,,,,,,,,,,,,
(звукоподражание шуму падения в воду плашмя)_2694.0,,,,,,,,,,,,,,,,,,,,,,tʃʷap,CCVC,CCVC,
(звукоподражание шуму плесканья в воде)_2703.0,,,,,,,,,,,,,,,,,,,tʃʷaptʃʷ'api,CCVCCCVCV,CCVCCCVCV,tʃapatʃ'apa,CCVCVCCVCV,CCVCVCCVCV,
(звукоподражание шуму провалившегося в снег предмета)_2715.0,,,,,,,,,,tw'aʃːiɬi,CCVCVCV,CwVCVCV,,,,,,,,,,,,,
"(звукоподражание шуму проливного дождя, сильной струи воды)_2723.0",,,,,,,,,,,,,,,,tʃʷartʃʷar,CCVCCCVC,CCVrCCVr,,,,,,,
(звукоподражание шуму развевающейся ткани)_2733.0,,,,,,,,,,parp'adi,CVCCVCV,CVrCVCV,,,,,,,,,,,,,
(звукоподражание шуму сыплющихся орехов)_2739.0,,,,ʁʷarʁʷ'ari,CVCCVCV,CVrCVrV,,,,,,,,,,ʒʷarʒʷ'ar,CVCCVC,CVrCVr,,,,ʒʷarʒʷ'ar,CVCCVC,CVrCVr,
(звукоподражание шуму толпы)_2749.0,,,,ʁuʁ'uj,CVCVC,CVCVj,,,,ʁuʁ'uj,CVCVC,CVCVj,,,,,,,,,,,,,
(звукоподражание шуму)_2758.0,,,,ʕiwʕaw,CVCCVC,CVwCVw,,,,ʕawʕ'iw,CVCCVC,CVwCVw,,,,ʁawʁ'aw,CVCCVC,CVwCVw,,,,,,,
(звукоподражание шуршанью сыпучих)_2771.0,,,,,,,,,,,,,,,,,,,ʃʷarʃʷ'ar,CVCCVC,CVrCVr,,,,
(звукоподражание шуршанью)_2780.0,,,,,,,,,,,,,,,,,,,ʃʷarʃʷ'arijar,CVCCVCVCVC,CVrCVrVjVr,,,,
(звукоподражание шушуканью)_2784.0,,,,,,,,,,,,,,,,,,,,,,ʃuʃ'ur,CVCVC,CVCVr,
"(звукоподражание щебету девушек, чириканью птиц, шипенью жарящегося жира, брожжению браги или перекисшего молока)_2795.0",,,,,,,,,,,,,,,,tʃ'irtʃ''ir,CCVCCCVC,CCVrCCVr,,,,,,,
(звукоподражание щебету)_2800.0,,,,,,,tʃ'itʃ''ire,CCVCCVCV,CCVCCVrV,,,,,,,,,,,,,,,,
(звукоподражание щелканию)_2815.0,tʃ''itɬi,CCVCCV,CCVCCV,,,,,,,,,,,,,,,,,,,,,,
(звукоподражение чириканью птиц)_2822.0,,,,,,,,,,,,,,,,tʃ'ʷartʃ'ʷar,CCVCCCVC,CCVrCCVr,,,,,,,
(имя собств. мужское)_2830.0,,,,ħ'adʒi,CVCCV,CVCCV,,,,,,,,,,,,,,,,,,,1.0
(коллокация)_2840.0,,,,,,,,,,,,,,,,at'ras,VCCVC,VCrVC,,,,,,,
(ласковое обращение к ослу)_2848.0,,,,q'oʃːiku,CVCVCV,CVCVCV,,,,,,,,,,,,,,,,,,,
(на)мариновать_2857.0,,,,marinow'atih'i,CVCVCVCVCVCV,mVrVnVwVCVCV,,,,,,,,,,,,,,,,,,,1.0
